lang,label,sentence
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,cando é o próximo sábado?
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,cando é o vindeira domingo?
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,cando é o vindeira fin de semana?
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,cando é o vindeira sábado?
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,cando é o vindeiro domingo?
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,cando é o vindeiro fin de semana?
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,cando é o vindeiro sábado?
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a da próxima domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a da próxima fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a da próxima sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a da próximo domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a da próximo fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a da próximo sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a da vindeira domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a da vindeira fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a da vindeira sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a da vindeiro domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a da vindeiro fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a da vindeiro sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a do próxima domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a do próxima fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a do próxima sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a do próximo domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a do próximo fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a do próximo sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a do vindeira domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a do vindeira fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a do vindeira sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a do vindeiro domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a do vindeiro fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a do vindeiro sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a próxima domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a próxima fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a próxima sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a próximo domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a próximo fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a próximo sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a vindeira domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a vindeira fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a vindeira sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a vindeiro domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a vindeiro fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é a vindeiro sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é o próxima domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é o próxima fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é o próxima sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é o próximo domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é o próximo fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é o próximo sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é o vindeira domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é o vindeira fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é o vindeira sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é o vindeiro domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é o vindeiro fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que data é o vindeiro sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a da próxima domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a da próxima fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a da próxima sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a da próximo domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a da próximo fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a da próximo sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a da vindeira domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a da vindeira fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a da vindeira sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a da vindeiro domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a da vindeiro fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a da vindeiro sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a do próxima domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a do próxima fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a do próxima sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a do próximo domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a do próximo fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a do próximo sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a do vindeira domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a do vindeira fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a do vindeira sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a do vindeiro domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a do vindeiro fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a do vindeiro sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a próxima domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a próxima fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a próxima sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a próximo domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a próximo fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a próximo sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a vindeira domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a vindeira fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a vindeira sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a vindeiro domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a vindeiro fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é a vindeiro sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é o próxima domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é o próxima fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é o próxima sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é o próximo domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é o próximo fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é o próximo sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é o vindeira domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é o vindeira fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é o vindeira sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é o vindeiro domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é o vindeiro fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que día é o vindeiro sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen a próxima domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen a próxima fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen a próxima sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen a próximo domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen a próximo fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen a próximo sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen a vindeira domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen a vindeira fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen a vindeira sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen a vindeiro domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen a vindeiro fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen a vindeiro sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen o próxima domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen o próxima fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen o próxima sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen o próximo domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen o próximo fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen o próximo sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen o vindeira domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen o vindeira fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen o vindeira sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen o vindeiro domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen o vindeiro fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días compoñen o vindeiro sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son a próxima domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son a próxima fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son a próxima sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son a próximo domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son a próximo fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son a próximo sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son a vindeira domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son a vindeira fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son a vindeira sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son a vindeiro domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son a vindeiro fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son a vindeiro sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son o próxima domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son o próxima fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son o próxima sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son o próximo domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son o próximo fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son o próximo sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son o vindeira domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son o vindeira fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son o vindeira sábado
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son o vindeiro domingo
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son o vindeiro fin de semana
gl,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,que días son o vindeiro sábado
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal día e mes de
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal día e mes de en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal día e mes de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal día e mes é
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal día e mes é en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal día e mes é hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal día mes e ano de
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal día mes e ano de en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal día mes e ano de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal día mes e ano é
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal día mes e ano é en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal día mes e ano é hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa actual
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa actual en {localización}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa con ano de
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa con ano de en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa con ano de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa con ano é
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa con ano é en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa con ano é hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa de
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa de en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa de hoxe en {localización}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa de hoxe incluíndo o ano
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa neste momento
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa neste momento en {localización}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa é
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa é en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data completa é hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data de hoxe en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data incluíndo ano
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data incluíndo ano de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data incluíndo ano en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data incluíndo mes e ano
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data incluíndo mes e ano de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data incluíndo mes e ano en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data incluíndo mes
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data incluíndo mes de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é a data incluíndo mes en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é o día e mes de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,cal é o día mes e ano de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,data de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,data de hoxe por favor
gl,ovos-skill-date-time.openvoiceos:current_date.intent,data de hoxe en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,data de hoxe en {location} por favor
gl,ovos-skill-date-time.openvoiceos:current_date.intent,data exacta de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,data exacta de hoxe por favor
gl,ovos-skill-date-time.openvoiceos:current_date.intent,data exacta de hoxe en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,data exacta de hoxe en {location} por favor
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dime a data
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dime a data completa
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dime a data completa co ano
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dime a data completa de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dime a data de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dime a data de hoxe en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dime a data do calendario
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dime a data do calendario en {localización}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dime a data en {localización}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dime o día e mes
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dime o día mes e ano
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dáme a data
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dáme a data completa
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dáme a data completa de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dáme a data completa de hoxe en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dáme a data do calendario
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dáme a data do calendario en {localización}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,dáme a data en {localización}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,móstrame a data
gl,ovos-skill-date-time.openvoiceos:current_date.intent,móstrame a data do calendario
gl,ovos-skill-date-time.openvoiceos:current_date.intent,móstrame a data do calendario en {localización}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,móstrame a data en {localización}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,necesito saber a data
gl,ovos-skill-date-time.openvoiceos:current_date.intent,necesito saber a data en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,necesito saber a data hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,pódesme dar a data completa
gl,ovos-skill-date-time.openvoiceos:current_date.intent,pódesme dar a data completa co ano
gl,ovos-skill-date-time.openvoiceos:current_date.intent,pódesme dar o día e mes
gl,ovos-skill-date-time.openvoiceos:current_date.intent,pódesme dar o día mes e ano
gl,ovos-skill-date-time.openvoiceos:current_date.intent,pódesme dicir a data actual
gl,ovos-skill-date-time.openvoiceos:current_date.intent,pódesme dicir a data actual en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día e mes de
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día e mes de en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día e mes de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día e mes é
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día e mes é en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día e mes é hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día é
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día é en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día mes e ano de
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día mes e ano de en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día mes e ano de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día mes e ano é
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día mes e ano é en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que día mes e ano é hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que é a data completa con ano de
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que é a data completa con ano de en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que é a data completa con ano de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que é a data completa con ano é
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que é a data completa con ano é en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que é a data completa con ano é hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que é a data completa de
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que é a data completa de en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que é a data completa de hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que é a data completa é
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que é a data completa é en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,que é a data completa é hoxe
gl,ovos-skill-date-time.openvoiceos:current_date.intent,quero saber a data
gl,ovos-skill-date-time.openvoiceos:current_date.intent,quero saber a data en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,sabes que data temos
gl,ovos-skill-date-time.openvoiceos:current_date.intent,sabes que data temos en {location}
gl,ovos-skill-date-time.openvoiceos:current_date.intent,sabes que data teñen
gl,ovos-skill-date-time.openvoiceos:current_date.intent,sabes que data teñen en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará dentro de {offset} horas
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará dentro de {offset} horas en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará dentro de {offset} minutos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará dentro de {offset} minutos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará dentro de {offset} segundos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará dentro de {offset} segundos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará en {offset} horas
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará en {offset} horas en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará en {offset} minutos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará en {offset} minutos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará en {offset} segundos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará en {offset} segundos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará se agardo {offset} horas
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará se agardo {offset} horas en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará se agardo {offset} minutos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará se agardo {offset} minutos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará se agardo {offset} segundos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora marcará se agardo {offset} segundos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá dentro de {offset} horas
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá dentro de {offset} horas en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá dentro de {offset} minutos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá dentro de {offset} minutos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá dentro de {offset} segundos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá dentro de {offset} segundos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá en {offset} horas
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá en {offset} horas en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá en {offset} minutos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá en {offset} minutos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá en {offset} segundos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá en {offset} segundos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá se agardo {offset} horas
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá se agardo {offset} horas en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá se agardo {offset} minutos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá se agardo {offset} minutos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá se agardo {offset} segundos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora se converterá se agardo {offset} segundos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será dentro de {offset} horas
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será dentro de {offset} horas en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será dentro de {offset} minutos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será dentro de {offset} minutos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será dentro de {offset} segundos
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será dentro de {offset} segundos en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será en {offset} horas
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será en {offset} horas en {location}
gl,ovos-skill-date-time.openvoiceos:what.time.will.it.be.intent,en que hora será en {offset} minutos
